Comparison
The Dark Knight beat Moneyball
The Dark Knight beat Mulan
Coraline beat The Dark Knight
Fight Club beat Kung Fu Panda
Fight Club beat Office Space
Moneyball beat Fight Club
Fight Club beat Mulan
Coraline beat Fight Club
It's a Wonderful Life beat Kung Fu Panda
It's a Wonderful Life beat Office Space
It's a Wonderful Life beat Moneyball
It's a Wonderful Life beat Mulan
It's a Wonderful Life beat Coraline
Parasite beat Kung Fu Panda
Office Space beat Parasite
Moneyball beat Parasite
Parasite beat Mulan
Coraline beat Parasite
The Lion King beat Kung Fu Panda
Office Space beat The Lion King
The Lion King beat Moneyball
The Lion King beat Mulan
The Lion King beat Coraline
Whiplash beat Kung Fu Panda
Whiplash beat Office Space
Whiplash beat Moneyball
Whiplash beat Mulan
Whiplash beat Coraline
WALL.E beat Kung Fu Panda
WALL.E beat Office Space
WALL.E beat Moneyball
WALL.E beat Mulan
WALL.E beat Coraline
Coco beat Kung Fu Panda
Coco beat Office Space
Coco beat Moneyball
Coco beat Mulan
Coraline beat Coco
Good Will Hunting beat Kung Fu Panda
Good Will Hunting beat Office Space
Good Will Hunting beat Moneyball
Good Will Hunting beat Mulan
Good Will Hunting beat Coraline
Joker beat Kung Fu Panda
Joker beat Office Space
Joker beat Moneyball
Joker beat Mulan
Coraline beat Joker
Your Name beat Kung Fu Panda
Your Name beat Office Space
Your Name beat Moneyball
Your Name beat Mulan
Coraline beat Your Name
Eternal Sunshine of the Spotless Mind beat Kung Fu Panda
Eternal Sunshine of the Spotless Mind beat Office Space
Eternal Sunshine of the Spotless Mind beat Moneyball
Eternal Sunshine of the Spotless Mind beat Mulan
Eternal Sunshine of the Spotless Mind beat Coraline
Up beat Kung Fu Panda
Up beat Office Space
Up beat Moneyball
Up beat Mulan
Up beat Coraline
Kung Fu Panda beat The Wolf of Wall Street
Office Space beat The Wolf of Wall Street
Moneyball beat The Wolf of Wall Street
Mulan beat The Wolf of Wall Street
Coraline beat The Wolf of Wall Street
Inside Out beat Kung Fu Panda
Inside Out beat Office Space
Inside Out beat Moneyball
Inside Out beat Mulan
Coraline beat Inside Out
Catch Me If You Can beat Kung Fu Panda
Catch Me If You Can beat Office Space
Catch Me If You Can beat Moneyball
Catch Me If You Can beat Mulan
Catch Me If You Can beat Coraline
"Monsters, Inc. beat Kung Fu Panda"
"Office Space beat Monsters, Inc."
"Moneyball beat Monsters, Inc."
"Mulan beat Monsters, Inc."
"Coraline beat Monsters, Inc."
Moana beat Kung Fu Panda
Office Space beat Moana
Moneyball beat Moana
Mulan beat Moana
Coraline beat Moana
The Big Lebowski beat Kung Fu Panda
The Big Lebowski beat Office Space
The Big Lebowski beat Moneyball
The Big Lebowski beat Mulan
Coraline beat The Big Lebowski
Logan beat Kung Fu Panda
Office Space beat Logan
Moneyball beat Logan
Mulan beat Logan
Coraline beat Logan
The Big Short beat The Lego Movie
The Social Network beat The Lego Movie
Big Hero 6 beat The Lego Movie
Vice beat The Lego Movie
The Big Short beat The Social Network
The Big Short beat Big Hero 6
The Big Short beat Vice
Big Hero 6 beat The Social Network
The Social Network beat Vice
Big Hero 6 beat Vice
The Dark Knight beat The Lego Movie
The Big Short beat The Dark Knight
The Dark Knight beat The Social Network
The Dark Knight beat Big Hero 6
The Dark Knight beat Vice
Fight Club beat The Lego Movie
The Big Short beat Fight Club
Fight Club beat The Social Network
Big Hero 6 beat Fight Club
Fight Club beat Vice
It's a Wonderful Life beat The Lego Movie
It's a Wonderful Life beat The Big Short
It's a Wonderful Life beat The Social Network
It's a Wonderful Life beat Big Hero 6
It's a Wonderful Life beat Vice
Parasite beat The Lego Movie
The Big Short beat Parasite
The Social Network beat Parasite
Big Hero 6 beat Parasite
Parasite beat Vice
The Lion King beat The Lego Movie
The Lion King beat The Big Short
The Lion King beat The Social Network
The Lion King beat Big Hero 6
The Lion King beat Vice
Whiplash beat The Lego Movie
Whiplash beat The Big Short
Whiplash beat The Social Network
Whiplash beat Big Hero 6
Whiplash beat Vice
WALL.E beat The Lego Movie
The Big Short beat WALL.E
WALL.E beat The Social Network
WALL.E beat Big Hero 6
WALL.E beat Vice
Coco beat The Lego Movie
The Big Short beat Coco
Coco beat The Social Network
Coco beat Big Hero 6
Coco beat Vice
Good Will Hunting beat The Lego Movie
Good Will Hunting beat The Big Short
Good Will Hunting beat The Social Network
Good Will Hunting beat Big Hero 6
Good Will Hunting beat Vice
Joker beat The Lego Movie
The Big Short beat Joker
Joker beat The Social Network
Big Hero 6 beat Joker
Joker beat Vice
Your Name beat The Lego Movie
The Big Short beat Your Name
The Social Network beat Your Name
Big Hero 6 beat Your Name
Your Name beat Vice
Eternal Sunshine of the Spotless Mind beat The Lego Movie
The Big Short beat Eternal Sunshine of the Spotless Mind
Eternal Sunshine of the Spotless Mind beat The Social Network
Eternal Sunshine of the Spotless Mind beat Big Hero 6
Eternal Sunshine of the Spotless Mind beat Vice
Up beat The Lego Movie
The Big Short beat Up
Up beat The Social Network
Up beat Big Hero 6
Up beat Vice
The Wolf of Wall Street beat The Lego Movie
The Big Short beat The Wolf of Wall Street
The Social Network beat The Wolf of Wall Street
Big Hero 6 beat The Wolf of Wall Street
Vice beat The Wolf of Wall Street
Inside Out beat The Lego Movie
The Big Short beat Inside Out
Inside Out beat The Social Network
Big Hero 6 beat Inside Out
Inside Out beat Vice
Catch Me If You Can beat The Lego Movie
Catch Me If You Can beat The Big Short
Catch Me If You Can beat The Social Network
Catch Me If You Can beat Big Hero 6
Catch Me If You Can beat Vice
"Monsters, Inc. beat The Lego Movie"
"The Big Short beat Monsters, Inc."
"The Social Network beat Monsters, Inc."
"Big Hero 6 beat Monsters, Inc."
"Vice beat Monsters, Inc."
Moana beat The Lego Movie
The Big Short beat Moana
The Social Network beat Moana
Big Hero 6 beat Moana
Moana beat Vice
The Big Lebowski beat The Lego Movie
The Big Short beat The Big Lebowski
The Big Lebowski beat The Social Network
Big Hero 6 beat The Big Lebowski
The Big Lebowski beat Vice
Logan beat The Lego Movie
The Big Short beat Logan
The Social Network beat Logan
Big Hero 6 beat Logan
Logan beat Vice
The Lego Movie beat Kung Fu Panda
The Big Short beat Kung Fu Panda
The Social Network beat Kung Fu Panda
Big Hero 6 beat Kung Fu Panda
Vice beat Kung Fu Panda
Office Space beat The Lego Movie
The Big Short beat Office Space
Office Space beat The Social Network
Big Hero 6 beat Office Space
Office Space beat Vice
Moneyball beat The Lego Movie
The Big Short beat Moneyball
The Social Network beat Moneyball
Big Hero 6 beat Moneyball
Moneyball beat Vice
Mulan beat The Lego Movie
The Big Short beat Mulan
The Social Network beat Mulan
Big Hero 6 beat Mulan
Mulan beat Vice
Coraline beat The Lego Movie
Coraline beat The Big Short
Coraline beat The Social Network
Coraline beat Big Hero 6
Coraline beat Vice
The Imitation Game beat Straight Outta Compton
Big Fish beat The Imitation Game
Dallas Buyers Club beat The Imitation Game
The Imitation Game beat La La Land
Big Fish beat Straight Outta Compton
Dallas Buyers Club beat Straight Outta Compton
La La Land beat Straight Outta Compton
Dallas Buyers Club beat Big Fish
Big Fish beat La La Land
Dallas Buyers Club beat La La Land
The Dark Knight beat The Imitation Game
The Dark Knight beat Straight Outta Compton
Big Fish beat The Dark Knight
Dallas Buyers Club beat The Dark Knight
The Dark Knight beat La La Land
Fight Club beat The Imitation Game
Fight Club beat Straight Outta Compton
Big Fish beat Fight Club
Dallas Buyers Club beat Fight Club
Fight Club beat La La Land
It's a Wonderful Life beat The Imitation Game
It's a Wonderful Life beat Straight Outta Compton
It's a Wonderful Life beat Big Fish
It's a Wonderful Life beat Dallas Buyers Club
It's a Wonderful Life beat La La Land
The Imitation Game beat Parasite
Parasite beat Straight Outta Compton
Big Fish beat Parasite
Dallas Buyers Club beat Parasite
Parasite beat La La Land
The Lion King beat The Imitation Game
The Lion King beat Straight Outta Compton
The Lion King beat Big Fish
Dallas Buyers Club beat The Lion King
The Lion King beat La La Land
Whiplash beat The Imitation Game
Whiplash beat Straight Outta Compton
Whiplash beat Big Fish
Whiplash beat Dallas Buyers Club
Whiplash beat La La Land
The Imitation Game beat WALL.E
WALL.E beat Straight Outta Compton
Big Fish beat WALL.E
Dallas Buyers Club beat WALL.E
WALL.E beat La La Land
Coco beat The Imitation Game
Coco beat Straight Outta Compton
Coco beat Big Fish
Dallas Buyers Club beat Coco
Coco beat La La Land
Good Will Hunting beat The Imitation Game
Good Will Hunting beat Straight Outta Compton
Good Will Hunting beat Big Fish
Good Will Hunting beat Dallas Buyers Club
Good Will Hunting beat La La Land
Joker beat The Imitation Game
Joker beat Straight Outta Compton
Joker beat Big Fish
Dallas Buyers Club beat Joker
Joker beat La La Land
The Imitation Game beat Your Name
Your Name beat Straight Outta Compton
Big Fish beat Your Name
Dallas Buyers Club beat Your Name
Your Name beat La La Land
Eternal Sunshine of the Spotless Mind beat The Imitation Game
Eternal Sunshine of the Spotless Mind beat Straight Outta Compton
Eternal Sunshine of the Spotless Mind beat Big Fish
Eternal Sunshine of the Spotless Mind beat Dallas Buyers Club
Eternal Sunshine of the Spotless Mind beat La La Land
Up beat The Imitation Game
Up beat Straight Outta Compton
Big Fish beat Up
Dallas Buyers Club beat Up
Up beat La La Land
The Imitation Game beat The Wolf of Wall Street
Straight Outta Compton beat The Wolf of Wall Street
Big Fish beat The Wolf of Wall Street
Dallas Buyers Club beat The Wolf of Wall Street
La La Land beat The Wolf of Wall Street
Inside Out beat The Imitation Game
Inside Out beat Straight Outta Compton
Inside Out beat Big Fish
Dallas Buyers Club beat Inside Out
Inside Out beat La La Land
Catch Me If You Can beat The Imitation Game
Catch Me If You Can beat Straight Outta Compton
Catch Me If You Can beat Big Fish
Catch Me If You Can beat Dallas Buyers Club
Catch Me If You Can beat La La Land
"The Imitation Game beat Monsters, Inc."
"Straight Outta Compton beat Monsters, Inc."
"Big Fish beat Monsters, Inc."
"Dallas Buyers Club beat Monsters, Inc."
"La La Land beat Monsters, Inc."
The Imitation Game beat Moana
Straight Outta Compton beat Moana
Big Fish beat Moana
Dallas Buyers Club beat Moana
Moana beat La La Land
The Imitation Game beat The Big Lebowski
The Big Lebowski beat Straight Outta Compton
Big Fish beat The Big Lebowski
Dallas Buyers Club beat The Big Lebowski
The Big Lebowski beat La La Land
The Imitation Game beat Logan
Straight Outta Compton beat Logan
Big Fish beat Logan
Dallas Buyers Club beat Logan
La La Land beat Logan
The Imitation Game beat Kung Fu Panda
Straight Outta Compton beat Kung Fu Panda
Big Fish beat Kung Fu Panda
Dallas Buyers Club beat Kung Fu Panda
La La Land beat Kung Fu Panda
The Imitation Game beat Office Space
Office Space beat Straight Outta Compton
Big Fish beat Office Space
Dallas Buyers Club beat Office Space
Office Space beat La La Land
The Imitation Game beat Moneyball
Moneyball beat Straight Outta Compton
Big Fish beat Moneyball
Dallas Buyers Club beat Moneyball
Moneyball beat La La Land
The Imitation Game beat Mulan
Mulan beat Straight Outta Compton
Big Fish beat Mulan
Dallas Buyers Club beat Mulan
Mulan beat La La Land
Coraline beat The Imitation Game
Coraline beat Straight Outta Compton
Big Fish beat Coraline
Dallas Buyers Club beat Coraline
Coraline beat La La Land
The Imitation Game beat The Lego Movie
Straight Outta Compton beat The Lego Movie
Big Fish beat The Lego Movie
Dallas Buyers Club beat The Lego Movie
La La Land beat The Lego Movie
The Big Short beat The Imitation Game
The Big Short beat Straight Outta Compton
The Big Short beat Big Fish
The Big Short beat Dallas Buyers Club
The Big Short beat La La Land
The Imitation Game beat The Social Network
The Social Network beat Straight Outta Compton
Big Fish beat The Social Network
Dallas Buyers Club beat The Social Network
The Social Network beat La La Land
The Imitation Game beat Big Hero 6
Big Hero 6 beat Straight Outta Compton
Big Fish beat Big Hero 6
Dallas Buyers Club beat Big Hero 6
Big Hero 6 beat La La Land
The Imitation Game beat Vice
Straight Outta Compton beat Vice
Big Fish beat Vice
Dallas Buyers Club beat Vice
Vice beat La La Land
The Nightmare Before Christmas beat Soul
The Nightmare Before Christmas beat The Pursuit of Happyness
The Nightmare Before Christmas beat Past Lives
Everything Everywhere All At Once beat The Nightmare Before Christmas
Soul beat The Pursuit of Happyness
Soul beat Past Lives
Everything Everywhere All At Once beat Soul
The Pursuit of Happyness beat Past Lives
Everything Everywhere All At Once beat The Pursuit of Happyness
Everything Everywhere All At Once beat Past Lives
The Dark Knight beat The Nightmare Before Christmas
The Dark Knight beat Soul
The Dark Knight beat The Pursuit of Happyness
The Dark Knight beat Past Lives
The Dark Knight beat Everything Everywhere All At Once
Fight Club beat The Nightmare Before Christmas
Fight Club beat Soul
Fight Club beat The Pursuit of Happyness
Fight Club beat Past Lives
Fight Club beat Everything Everywhere All At Once
It's a Wonderful Life beat The Nightmare Before Christmas
It's a Wonderful Life beat Soul
It's a Wonderful Life beat The Pursuit of Happyness
It's a Wonderful Life beat Past Lives
It's a Wonderful Life beat Everything Everywhere All At Once
The Nightmare Before Christmas beat Parasite
Soul beat Parasite
Parasite beat The Pursuit of Happyness
Parasite beat Past Lives
Parasite beat Everything Everywhere All At Once
The Lion King beat The Nightmare Before Christmas
The Lion King beat Soul
The Lion King beat The Pursuit of Happyness
The Lion King beat Past Lives
The Lion King beat Everything Everywhere All At Once
Whiplash beat The Nightmare Before Christmas
Whiplash beat Soul
Whiplash beat The Pursuit of Happyness
Whiplash beat Past Lives
Whiplash beat Everything Everywhere All At Once
WALL.E beat The Nightmare Before Christmas
WALL.E beat Soul
WALL.E beat The Pursuit of Happyness
WALL.E beat Past Lives
Everything Everywhere All At Once beat WALL.E
Coco beat The Nightmare Before Christmas
Coco beat Soul
Coco beat The Pursuit of Happyness
Coco beat Past Lives
Coco beat Everything Everywhere All At Once
Good Will Hunting beat The Nightmare Before Christmas
Good Will Hunting beat Soul
Good Will Hunting beat The Pursuit of Happyness
Good Will Hunting beat Past Lives
Good Will Hunting beat Everything Everywhere All At Once
Joker beat The Nightmare Before Christmas
Joker beat Soul
Joker beat The Pursuit of Happyness
Joker beat Past Lives
Joker beat Everything Everywhere All At Once
The Nightmare Before Christmas beat Your Name
Soul beat Your Name
Your Name beat The Pursuit of Happyness
Your Name beat Past Lives
Everything Everywhere All At Once beat Your Name
Eternal Sunshine of the Spotless Mind beat The Nightmare Before Christmas
Eternal Sunshine of the Spotless Mind beat Soul
Eternal Sunshine of the Spotless Mind beat The Pursuit of Happyness
Eternal Sunshine of the Spotless Mind beat Past Lives
Eternal Sunshine of the Spotless Mind beat Everything Everywhere All At Once
The Nightmare Before Christmas beat Up
Up beat Soul
Up beat The Pursuit of Happyness
Up beat Past Lives
Up beat Everything Everywhere All At Once
The Nightmare Before Christmas beat The Wolf of Wall Street
Soul beat The Wolf of Wall Street
The Pursuit of Happyness beat The Wolf of Wall Street
Past Lives beat The Wolf of Wall Street
Everything Everywhere All At Once beat The Wolf of Wall Street
Inside Out beat The Nightmare Before Christmas
Inside Out beat Soul
Inside Out beat The Pursuit of Happyness
Inside Out beat Past Lives
Everything Everywhere All At Once beat Inside Out
Catch Me If You Can beat The Nightmare Before Christmas
Catch Me If You Can beat Soul
Catch Me If You Can beat The Pursuit of Happyness
Catch Me If You Can beat Past Lives
Catch Me If You Can beat Everything Everywhere All At Once
"The Nightmare Before Christmas beat Monsters, Inc."
"Soul beat Monsters, Inc."
"The Pursuit of Happyness beat Monsters, Inc."
"Past Lives beat Monsters, Inc."
"Everything Everywhere All At Once beat Monsters, Inc."
The Nightmare Before Christmas beat Moana
Soul beat Moana
The Pursuit of Happyness beat Moana
Past Lives beat Moana
Everything Everywhere All At Once beat Moana
The Big Lebowski beat The Nightmare Before Christmas
The Big Lebowski beat Soul
The Big Lebowski beat The Pursuit of Happyness
The Big Lebowski beat Past Lives
Everything Everywhere All At Once beat The Big Lebowski
The Nightmare Before Christmas beat Logan
Soul beat Logan
The Pursuit of Happyness beat Logan
Past Lives beat Logan
Everything Everywhere All At Once beat Logan
The Nightmare Before Christmas beat Kung Fu Panda
Soul beat Kung Fu Panda
The Pursuit of Happyness beat Kung Fu Panda
Past Lives beat Kung Fu Panda
Everything Everywhere All At Once beat Kung Fu Panda
The Nightmare Before Christmas beat Office Space
Soul beat Office Space
Office Space beat The Pursuit of Happyness
Office Space beat Past Lives
Everything Everywhere All At Once beat Office Space
The Nightmare Before Christmas beat Moneyball
Moneyball beat Soul
Moneyball beat The Pursuit of Happyness
Moneyball beat Past Lives
Everything Everywhere All At Once beat Moneyball
The Nightmare Before Christmas beat Mulan
Soul beat Mulan
Mulan beat The Pursuit of Happyness
Mulan beat Past Lives
Everything Everywhere All At Once beat Mulan
Coraline beat The Nightmare Before Christmas
Coraline beat Soul
Coraline beat The Pursuit of Happyness
Coraline beat Past Lives
Coraline beat Everything Everywhere All At Once
The Nightmare Before Christmas beat The Lego Movie
Soul beat The Lego Movie
The Pursuit of Happyness beat The Lego Movie
Past Lives beat The Lego Movie
Everything Everywhere All At Once beat The Lego Movie
The Big Short beat The Nightmare Before Christmas
The Big Short beat Soul
The Big Short beat The Pursuit of Happyness
The Big Short beat Past Lives
The Big Short beat Everything Everywhere All At Once
The Social Network beat The Nightmare Before Christmas
The Social Network beat Soul
The Social Network beat The Pursuit of Happyness
The Social Network beat Past Lives
Everything Everywhere All At Once beat The Social Network
The Nightmare Before Christmas beat Big Hero 6
Soul beat Big Hero 6
Big Hero 6 beat The Pursuit of Happyness
Big Hero 6 beat Past Lives
Everything Everywhere All At Once beat Big Hero 6
The Nightmare Before Christmas beat Vice
Soul beat Vice
The Pursuit of Happyness beat Vice
Vice beat Past Lives
Everything Everywhere All At Once beat Vice
The Nightmare Before Christmas beat The Imitation Game
Soul beat The Imitation Game
The Imitation Game beat The Pursuit of Happyness
The Imitation Game beat Past Lives
Everything Everywhere All At Once beat The Imitation Game
The Nightmare Before Christmas beat Straight Outta Compton
Soul beat Straight Outta Compton
Straight Outta Compton beat The Pursuit of Happyness
Straight Outta Compton beat Past Lives
Everything Everywhere All At Once beat Straight Outta Compton
The Nightmare Before Christmas beat Big Fish
Big Fish beat Soul
Big Fish beat The Pursuit of Happyness
Big Fish beat Past Lives
Big Fish beat Everything Everywhere All At Once
Dallas Buyers Club beat The Nightmare Before Christmas
Dallas Buyers Club beat Soul
Dallas Buyers Club beat The Pursuit of Happyness
Dallas Buyers Club beat Past Lives
Dallas Buyers Club beat Everything Everywhere All At Once
The Nightmare Before Christmas beat La La Land
Soul beat La La Land
La La Land beat The Pursuit of Happyness
La La Land beat Past Lives
Everything Everywhere All At Once beat La La Land
The Fablemans beat The Whale
The Farewell beat The Whale
Lilo & Stitch beat The Whale
Titanic beat The Whale
The Farewell beat The Fablemans
The Fablemans beat Lilo & Stitch
The Fablemans beat Titanic
The Farewell beat Lilo & Stitch
The Farewell beat Titanic
Titanic beat Lilo & Stitch
The Dark Knight beat The Whale
The Dark Knight beat The Fablemans
The Dark Knight beat The Farewell
The Dark Knight beat Lilo & Stitch
The Dark Knight beat Titanic
Fight Club beat The Whale
Fight Club beat The Fablemans
Fight Club beat The Farewell
Fight Club beat Lilo & Stitch
Fight Club beat Titanic
It's a Wonderful Life beat The Whale
It's a Wonderful Life beat The Fablemans
It's a Wonderful Life beat The Farewell
It's a Wonderful Life beat Lilo & Stitch
It's a Wonderful Life beat Titanic
Parasite beat The Whale
The Fablemans beat Parasite
The Farewell beat Parasite
Parasite beat Lilo & Stitch
Parasite beat Titanic
The Lion King beat The Whale
The Lion King beat The Fablemans
The Farewell beat The Lion King
The Lion King beat Lilo & Stitch
The Lion King beat Titanic
Whiplash beat The Whale
Whiplash beat The Fablemans
Whiplash beat The Farewell
Whiplash beat Lilo & Stitch
Whiplash beat Titanic
WALL.E beat The Whale
WALL.E beat The Fablemans
WALL.E beat The Farewell
WALL.E beat Lilo & Stitch
WALL.E beat Titanic
Coco beat The Whale
Coco beat The Fablemans
Coco beat The Farewell
Coco beat Lilo & Stitch
Coco beat Titanic
Good Will Hunting beat The Whale
Good Will Hunting beat The Fablemans
Good Will Hunting beat The Farewell
Good Will Hunting beat Lilo & Stitch
Good Will Hunting beat Titanic
Joker beat The Whale
Joker beat The Fablemans
Joker beat The Farewell
Joker beat Lilo & Stitch
Joker beat Titanic
Your Name beat The Whale
Your Name beat The Fablemans
The Farewell beat Your Name
Your Name beat Lilo & Stitch
Titanic beat Your Name
Eternal Sunshine of the Spotless Mind beat The Whale
Eternal Sunshine of the Spotless Mind beat The Fablemans
Eternal Sunshine of the Spotless Mind beat The Farewell
Eternal Sunshine of the Spotless Mind beat Lilo & Stitch
Eternal Sunshine of the Spotless Mind beat Titanic
Up beat The Whale
Up beat The Fablemans
Up beat The Farewell
Up beat Lilo & Stitch
Up beat Titanic
The Wolf of Wall Street beat The Whale
The Fablemans beat The Wolf of Wall Street
The Farewell beat The Wolf of Wall Street
Lilo & Stitch beat The Wolf of Wall Street
Titanic beat The Wolf of Wall Street
Inside Out beat The Whale
Inside Out beat The Fablemans
Inside Out beat The Farewell
Inside Out beat Lilo & Stitch
Inside Out beat Titanic
Catch Me If You Can beat The Whale
Catch Me If You Can beat The Fablemans
Catch Me If You Can beat The Farewell
Catch Me If You Can beat Lilo & Stitch
Catch Me If You Can beat Titanic
"Monsters, Inc. beat The Whale"
"The Fablemans beat Monsters, Inc."
"The Farewell beat Monsters, Inc."
"Lilo & Stitch beat Monsters, Inc."
"Titanic beat Monsters, Inc."
Moana beat The Whale
The Fablemans beat Moana
The Farewell beat Moana
Moana beat Lilo & Stitch
Titanic beat Moana
The Big Lebowski beat The Whale
